,clip_id,mp3_path,track_number,title,artist,album,url,segmentStart,segmentEnd,original_url
1207,3430,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/james_edwards-le_tresor_dorphee_by_antoine_francisque-01-prelude-59-88.mp3,1,Prelude,James Edwards,Le Tresor dOrphee by Antoine Francisque,http://www.magnatune.com/artists/albums/edwards-tresor/,59,88,http://he3.magnatune.com/all/01-Prelude-James%20Edwards.mp3
90,1064,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/american_baroque-the_four_seasons_by_vivaldi-01-concerto_no_1_in_d_major_rv_269_spring__allegro-0-29.mp3,1,Concerto No.1 in D Major RV 269 _SPRING_ - Allegro,American Baroque,The Four Seasons by Vivaldi,http://www.magnatune.com/artists/albums/abaroque-seasons/,0,29,http://he3.magnatune.com/all/01-Concerto%20No.1%20in%20D%20Major%20RV%20269%20_SPRING_%20-%20Allegro-American%20Baroque.mp3
650,57257,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/edward_martin-art_of_the_lute_in_renaissance_france-23-branle_poictou_attaignant-0-29.mp3,23,Branle Poictou (Attaignant),Edward Martin,Art of the Lute in Renaissance France,http://www.magnatune.com/artists/albums/martin-artfrance/,0,29,http://he3.magnatune.com/all/23-Branle%20Poictou%20(Attaignant)-Edward%20Martin.mp3
2185,1483,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/b/philharmonia_baroque-beethoven_symphonies_no_3_eroica_and_no_8-01-eroica_1st-407-436.mp3,1,Eroica 1st,Philharmonia Baroque,Beethoven Symphonies No 3 Eroica and No 8,http://www.magnatune.com/artists/albums/pb-eroica/,407,436,http://he3.magnatune.com/all/01-Eroica%201st-Philharmonia%20Baroque.mp3
2959,40522,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/voices_of_music-an_evening_with_bach-09-prelude_in_g_major_bwv_1007-59-88.mp3,9,Prelude in G Major (BWV 1007),Voices of Music,An Evening With Bach,http://www.magnatune.com/artists/albums/voicesofmusic-bach/,59,88,http://he3.magnatune.com/all/09-Prelude%20in%20G%20Major%20(BWV%201007)-Voices%20of%20Music.mp3
1300,14133,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/janine_johnson-chopin_recital-03-nocturne_op_72_no_1_posthumous_in_e_minor-88-117.mp3,3,Nocturne Op.72 no.1 (posthumous) in e minor,Janine Johnson,Chopin Recital,http://www.magnatune.com/artists/albums/jjohnson-chopin/,88,117,http://he3.magnatune.com/all/03-Nocturne%20Op.72%20no.1%20(posthumous)%20in%20e%20minor-Janine%20Johnson.mp3
683,45186,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/b/ehren_starks-the_depths_of_a_year-11-basement_corridor-30-59.mp3,11,Basement corridor,Ehren Starks,The Depths of a Year,http://www.magnatune.com/artists/albums/ehren-depths/,30,59,http://he3.magnatune.com/all/11-Basement%20corridor-Ehren%20Starks.mp3
1105,57409,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/jacob_heringman_and_catherine_king-luis_milan_el_maestro-23-romance_sospirastes_baldovinos-204-233.mp3,23,Romance_ sospirastes baldovinos,Jacob Heringman and Catherine King,Luis Milan El Maestro,http://www.magnatune.com/artists/albums/heringman-luismilan/,204,233,http://he3.magnatune.com/all/23-Romance_%20sospirastes%20baldovinos-Jacob%20Heringman%20and%20Catherine%20King.mp3
69,31419,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/american_bach_soloists-joseph_haydn__masses-07-et_resurrexit__vivace-59-88.mp3,7,Et resurrexit - Vivace,American Bach Soloists,Joseph Haydn - Masses,http://www.magnatune.com/artists/albums/abs-haydnmasses/,59,88,http://he3.magnatune.com/all/07-Et%20resurrexit%20-%20Vivace-ABS.mp3
652,58115,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/edward_martin-art_of_the_lute_in_renaissance_france-26-quam_pulchra_es_mouton-117-146.mp3,26,Quam pulchra es (Mouton),Edward Martin,Art of the Lute in Renaissance France,http://www.magnatune.com/artists/albums/martin-artfrance/,117,146,http://he3.magnatune.com/all/26-Quam%20pulchra%20es%20(Mouton)-Edward%20Martin.mp3
2144,27593,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/paul_berget-sl_weiss_on_11_strings-06-linfidele_suite_paysanne-88-117.mp3,6,L'Infidele Suite (paysanne),Paul Berget,SL Weiss on 11 Strings,http://www.magnatune.com/artists/albums/berget-weiss11/,88,117,http://he3.magnatune.com/all/06-L'Infidele%20Suite%20(paysanne)-Paul%20Berget.mp3
649,56935,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/edward_martin-art_of_the_lute_in_renaissance_france-22-cest_une_departie_sermisy-0-29.mp3,22,C'est une departie (Sermisy),Edward Martin,Art of the Lute in Renaissance France,http://www.magnatune.com/artists/albums/martin-artfrance/,0,29,http://he3.magnatune.com/all/22-C'est%20une%20departie%20(Sermisy)-Edward%20Martin.mp3
474,56338,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/daniel_ben_pienaar-book_2_cd2_welltempered_clavier-20-prelude_and_fugue_no__22_in_bflat_minor_bwv_891_fuga-88-117.mp3,20,Prelude And Fugue No. 22 In B-Flat Minor BWV 891_ Fuga,Daniel Ben Pienaar,Book 2 CD2 Well-Tempered Clavier,http://www.magnatune.com/artists/albums/dbp-wtc2b/,88,117,http://he3.magnatune.com/all/20-Prelude%20And%20Fugue%20No.%2022%20In%20B-Flat%20Minor%20BWV%20891_%20Fuga-Daniel%20Ben%20Pienaar.mp3
1297,57716,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/3/jan_hanford-24_preludes_for_solo_piano-24-prelude_no__24_in_c_minor-0-29.mp3,24,Prelude No. 24 in C Minor,Jan Hanford,24 Preludes for Solo Piano,http://www.magnatune.com/artists/albums/hanford-24preludes/,0,29,http://he3.magnatune.com/all/24-Prelude%20No.%2024%20in%20C%20Minor-Jan%20Hanford.mp3
1868,52684,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/2/maryse_carlin-rameau__pieces_de_clavecin_en_concerts__forqueray_suites_4_and_5-15-fifth_suite__la_guignon_forqueray-117-146.mp3,15,Fifth Suite - La Guignon (Forqueray),Maryse Carlin,Rameau - Pieces De Clavecin En Concerts - Forqueray Suites 4 and 5,http://www.magnatune.com/artists/albums/mcarlin-rameau/,117,146,http://he3.magnatune.com/all/15-Fifth%20Suite%20-%20La%20Guignon%20(Forqueray)-Maryse%20Carlin.mp3
2925,28441,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/vito_paternoster-cd1bach_sonatas_and_partitas_for_solo_violin-06-partita_prima_in_mi_minore__double-59-88.mp3,6,Partita Prima in mi minore - Double,Vito Paternoster,CD1-Bach Sonatas and Partitas for solo violin,http://www.magnatune.com/artists/albums/paternoster-sonatas1/,59,88,http://he3.magnatune.com/all/06-Partita%20Prima%20in%20mi%20minore%20-%20Double-Vito%20Paternoster.mp3
2112,57204,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/b/paul_beier-alessandro_piccinini-22-toccata_vii-59-88.mp3,22,Toccata VII,Paul Beier,Alessandro Piccinini,http://www.magnatune.com/artists/albums/beier-piccinini/,59,88,http://he3.magnatune.com/all/22-Toccata%20VII-Paul%20Beier.mp3
2079,29251,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/7/paul_avgerinos-phos_hilaron-06-song_of_the_gladness-320-349.mp3,6,Song of the Gladness,Paul Avgerinos,Phos Hilaron,http://www.magnatune.com/artists/albums/avgerinos-phos/,320,349,http://he3.magnatune.com/all/06-Song%20of%20the%20Gladness-Paul%20Avgerinos.mp3
2108,55032,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/b/paul_beier-alessandro_piccinini-18-aria_ii_di_sarauanda_in_parte_variate-146-175.mp3,18,Aria II di Sarauanda in parte variate,Paul Beier,Alessandro Piccinini,http://www.magnatune.com/artists/albums/beier-piccinini/,146,175,http://he3.magnatune.com/all/18-Aria%20II%20di%20Sarauanda%20in%20parte%20variate-Paul%20Beier.mp3
2200,35778,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/8/philharmonia_baroque-cd2_scarlatti__cecilian_vespers-08-hymn_jesu_corona__quocumque_tendis-0-29.mp3,8,Hymn_ Jesu corona - Quocumque tendis,Philharmonia Baroque,CD2 Scarlatti - Cecilian Vespers,http://www.magnatune.com/artists/albums/pb-vespers2/,0,29,http://he3.magnatune.com/all/08-Hymn_%20Jesu%20corona%20-%20Quocumque%20tendis-Philharmonia%20Baroque.mp3
2320,50198,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/reza_manzoori-restrung-13-maryam-233-262.mp3,13,Maryam,Reza Manzoori,ReStrung,http://www.magnatune.com/artists/albums/reza-restrung/,233,262,http://he3.magnatune.com/all/13-Maryam-Reza%20Manzoori.mp3
1543,33566,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/katherine_roberts_perl-j_s__bach_french_suites-07-suite_no_4_in_e_flat_major_bwv_815_gigue-0-29.mp3,7,Suite No 4 in E flat major BWV 815_ Gigue,Katherine Roberts Perl,J.S. Bach French Suites,http://www.magnatune.com/artists/albums/kperl-french/,0,29,http://he3.magnatune.com/all/07-Suite%20No%204%20in%20E%20flat%20major%20BWV%20815_%20Gigue-Katherine%20Roberts%20Perl.mp3
1093,35449,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/jacob_heringman_and_catherine_king-luis_milan_el_maestro-08-fantasia_25-204-233.mp3,8,Fantasia 25,Jacob Heringman and Catherine King,Luis Milan El Maestro,http://www.magnatune.com/artists/albums/heringman-luismilan/,204,233,http://he3.magnatune.com/all/08-Fantasia%2025-Jacob%20Heringman%20and%20Catherine%20King.mp3
1329,17508,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/1/janine_johnson-j_s__bach_works_for_harpsichord-04-english_suite_no_2_in_a_minor__courante-0-29.mp3,4,English Suite No 2 in A Minor - Courante,Janine Johnson,J.S. Bach Works For Harpsichord,http://www.magnatune.com/artists/albums/jjohnson-bach/,0,29,http://he3.magnatune.com/all/04-English%20Suite%20No%202%20in%20A%20Minor%20-%20Courante-Janine%20Johnson.mp3
2922,15233,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/vito_paternoster-cd1bach_sonatas_and_partitas_for_solo_violin-03-sonata_prima_in_do_minore__siciliana-117-146.mp3,3,Sonata Prima in do minore - Siciliana,Vito Paternoster,CD1-Bach Sonatas and Partitas for solo violin,http://www.magnatune.com/artists/albums/paternoster-sonatas1/,117,146,http://he3.magnatune.com/all/03-Sonata%20Prima%20in%20do%20minore%20-%20Siciliana-Vito%20Paternoster.mp3
164,18180,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/a/asteria-soyes_loyal-04-jatendray_tant_guillaume_dufay-30-59.mp3,4,J'atendray Tant (Guillaume Dufay),Asteria,Soyes Loyal,http://www.magnatune.com/artists/albums/asteria-soyes/,30,59,http://he3.magnatune.com/all/04-J'atendray%20Tant%20(Guillaume%20Dufay)-Asteria.mp3
33,1092,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/7/american_bach_soloists-j_s__bach__mass_in_b_minor_cd2-01-credo_in_unum_deum-30-59.mp3,1,Credo in unum Deum,American Bach Soloists,J.S. Bach - Mass in B Minor CD2,http://www.magnatune.com/artists/albums/abs-bachmasscd2/,30,59,http://he3.magnatune.com/all/01-Credo%20in%20unum%20Deum-ABS.mp3
886,42186,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/1/four_stones-chronic_dreams-10-brilliant_day_eine_kleine_mix-0-29.mp3,10,Brilliant Day (Eine Kleine Mix),Four Stones,Chronic Dreams,http://www.magnatune.com/artists/albums/fourstones-chronic/,0,29,http://he3.magnatune.com/all/10-Brilliant%20Day%20(Eine%20Kleine%20Mix)-Four%20Stones.mp3
95,26422,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/american_baroque-the_four_seasons_by_vivaldi-06-concerto_no_2_in_g_minor_rv_315_summer__presto-0-29.mp3,6,Concerto No.2 in g minor RV 315 _SUMMER_ - Presto,American Baroque,The Four Seasons by Vivaldi,http://www.magnatune.com/artists/albums/abaroque-seasons/,0,29,http://he3.magnatune.com/all/06-Concerto%20No.2%20in%20g%20minor%20RV%20315%20_SUMMER_%20-%20Presto-American%20Baroque.mp3
1865,48019,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/2/maryse_carlin-rameau__pieces_de_clavecin_en_concerts__forqueray_suites_4_and_5-12-fourth_suite__le_carillon_de_passy_forqueray-59-88.mp3,12,Fourth Suite - Le Carillon De Passy (Forqueray),Maryse Carlin,Rameau - Pieces De Clavecin En Concerts - Forqueray Suites 4 and 5,http://www.magnatune.com/artists/albums/mcarlin-rameau/,59,88,http://he3.magnatune.com/all/12-Fourth%20Suite%20-%20Le%20Carillon%20De%20Passy%20(Forqueray)-Maryse%20Carlin.mp3
1490,55035,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/justin_bianco-finality-18-ascension-0-29.mp3,18,Ascension,Justin Bianco,Finality,http://www.magnatune.com/artists/albums/bianco-finality/,0,29,http://he3.magnatune.com/all/18-Ascension-Justin%20Bianco.mp3
2169,48738,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/paul_berget-the_siena_manuscript_on_steel_string_guitar-12-recercar_12_steel_string_guitar-59-88.mp3,12,Recercar 12 (steel string guitar),Paul Berget,The Siena Manuscript on steel string guitar,http://www.magnatune.com/artists/albums/berget-sienasteel/,59,88,http://he3.magnatune.com/all/12-Recercar%2012%20(steel%20string%20guitar)-Paul%20Berget.mp3
76,52545,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/american_bach_soloists-joseph_haydn__masses-15-credo__allegroadagioallegro-0-29.mp3,15,Credo - Allegro-Adagio-Allegro,American Bach Soloists,Joseph Haydn - Masses,http://www.magnatune.com/artists/albums/abs-haydnmasses/,0,29,http://he3.magnatune.com/all/15-Credo%20-%20Allegro-Adagio-Allegro-ABS.mp3
478,57698,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/daniel_ben_pienaar-book_2_cd2_welltempered_clavier-24-prelude_and_fugue_no__24_in_b_minor_bwv_893_fuga-59-88.mp3,24,Prelude And Fugue No. 24 In B Minor BWV 893_ Fuga,Daniel Ben Pienaar,Book 2 CD2 Well-Tempered Clavier,http://www.magnatune.com/artists/albums/dbp-wtc2b/,59,88,http://he3.magnatune.com/all/24-Prelude%20And%20Fugue%20No.%2024%20In%20B%20Minor%20BWV%20893_%20Fuga-Daniel%20Ben%20Pienaar.mp3
1705,31847,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/b/la_primavera-english_renaissance_music-07-in_darkness_let_me_dwell_dowland-117-146.mp3,7,In Darkness Let me Dwell (Dowland),La Primavera,English Renaissance Music,http://www.magnatune.com/artists/albums/primavera-english/,117,146,http://he3.magnatune.com/all/07-In%20Darkness%20Let%20me%20Dwell%20(Dowland)-La%20Primavera.mp3
86,31560,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/3/american_baroque-mozart_4_quartets_for_strings_and_winds-07-flute_quartet_in_c_k285b__theme_and_variations-407-436.mp3,7,Flute Quartet in C (K285b) - Theme and Variations,American Baroque,Mozart 4 Quartets for Strings and Winds,http://www.magnatune.com/artists/albums/abaroque-mozart/,407,436,http://he3.magnatune.com/all/07-Flute%20Quartet%20in%20C%20(K285b)%20-%20Theme%20and%20Variations-American%20Baroque.mp3
868,49860,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/farallon_recorder_quartet-ludwig_senfl-13-ecce_quam_bonum-204-233.mp3,13,Ecce quam bonum,Farallon Recorder Quartet,Ludwig Senfl,http://www.magnatune.com/artists/albums/farallon-senfl/,204,233,http://he3.magnatune.com/all/13-Ecce%20quam%20bonum-Farallon%20Recorder%20Quartet.mp3
1348,28433,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/janine_johnson-telemann_harpsichord_solos_from_der_getreue_music_meister-06-partin_a_cembalo_solo_menuets_telemann-0-29.mp3,6,Partin a Cembalo Solo_ Menuets (Telemann),Janine Johnson,Telemann Harpsichord Solos from Der Getreue Music Meister,http://www.magnatune.com/artists/albums/jjohnson-telemann/,0,29,http://he3.magnatune.com/all/06-Partin%20a%20Cembalo%20Solo_%20Menuets%20(Telemann)-Janine%20Johnson.mp3
2172,53064,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/paul_berget-the_siena_manuscript_on_steel_string_guitar-15-recercar_15_steel_string_guitar-0-29.mp3,15,Recercar 15 (steel string guitar),Paul Berget,The Siena Manuscript on steel string guitar,http://www.magnatune.com/artists/albums/berget-sienasteel/,0,29,http://he3.magnatune.com/all/15-Recercar%2015%20(steel%20string%20guitar)-Paul%20Berget.mp3
1555,56029,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/katherine_roberts_perl-j_s__bach_french_suites-19-suite_no_3_in_b_minor_bwv_814_gigue-30-59.mp3,19,Suite No 3 in B minor BWV 814_ Gigue,Katherine Roberts Perl,J.S. Bach French Suites,http://www.magnatune.com/artists/albums/kperl-french/,30,59,http://he3.magnatune.com/all/19-Suite%20No%203%20in%20B%20minor%20BWV%20814_%20Gigue-Katherine%20Roberts%20Perl.mp3
1109,58313,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/f/jacob_heringman_and_catherine_king-luis_milan_el_maestro-27-villancico_al_amor_quiero_vencer-117-146.mp3,27,Villancico_ al amor quiero vencer,Jacob Heringman and Catherine King,Luis Milan El Maestro,http://www.magnatune.com/artists/albums/heringman-luismilan/,117,146,http://he3.magnatune.com/all/27-Villancico_%20al%20amor%20quiero%20vencer-Jacob%20Heringman%20and%20Catherine%20King.mp3
1552,54098,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/katherine_roberts_perl-j_s__bach_french_suites-16-suite_no_3_in_b_minor_bwv_814_sarabande-88-117.mp3,16,Suite No 3 in B minor BWV 814_ Sarabande,Katherine Roberts Perl,J.S. Bach French Suites,http://www.magnatune.com/artists/albums/kperl-french/,88,117,http://he3.magnatune.com/all/16-Suite%20No%203%20in%20B%20minor%20BWV%20814_%20Sarabande-Katherine%20Roberts%20Perl.mp3
651,57685,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/edward_martin-art_of_the_lute_in_renaissance_france-24-peysen_ende_trueren_phalese-88-117.mp3,24,Peysen ende trueren (Phalese),Edward Martin,Art of the Lute in Renaissance France,http://www.magnatune.com/artists/albums/martin-artfrance/,88,117,http://he3.magnatune.com/all/24-Peysen%20ende%20trueren%20(Phalese)-Edward%20Martin.mp3
1486,51190,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/6/justin_bianco-finality-14-butterflown-88-117.mp3,14,Butterflown,Justin Bianco,Finality,http://www.magnatune.com/artists/albums/bianco-finality/,88,117,http://he3.magnatune.com/all/14-Butterflown-Justin%20Bianco.mp3
1660,33076,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/kitka-wintersongs-07-sculati_gazde_nu_dormiti_romania-0-29.mp3,7,Sculati Gazde Nu Dormiti (Romania),Kitka,Wintersongs,http://www.magnatune.com/artists/albums/kitka-wintersongs/,0,29,http://he3.magnatune.com/all/07-Sculati%20Gazde%20Nu%20Dormiti%20(Romania)-Kitka.mp3
1276,3426,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/3/jan_hanford-24_preludes_for_solo_piano-01-prelude_no__1_in_f_minor-30-59.mp3,1,Prelude No. 1 in F Minor,Jan Hanford,24 Preludes for Solo Piano,http://www.magnatune.com/artists/albums/hanford-24preludes/,30,59,http://he3.magnatune.com/all/01-Prelude%20No.%201%20in%20F%20Minor-Jan%20Hanford.mp3
1432,44530,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/5/john_fleagle-worlds_bliss__medieval_songs_of_love_and_death-10-the_hern-291-320.mp3,10,The Hern,John Fleagle,Worlds Bliss - Medieval Songs of Love and Death,http://www.magnatune.com/artists/albums/fleagle-bliss/,291,320,http://he3.magnatune.com/all/10-The%20Hern-John%20Fleagle.mp3
469,53013,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/0/daniel_ben_pienaar-book_2_cd2_welltempered_clavier-15-prelude_and_fugue_no__20_in_a_minor_bwv_889_praeludium-88-117.mp3,15,Prelude And Fugue No. 20 In A Minor BWV 889_ Praeludium,Daniel Ben Pienaar,Book 2 CD2 Well-Tempered Clavier,http://www.magnatune.com/artists/albums/dbp-wtc2b/,88,117,http://he3.magnatune.com/all/15-Prelude%20And%20Fugue%20No.%2020%20In%20A%20Minor%20BWV%20889_%20Praeludium-Daniel%20Ben%20Pienaar.mp3
2344,53189,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/richard_savino-legrenzi__venice_before_vivaldi-15-sonata_la_spilimberga_a_due_violini-88-117.mp3,15,Sonata La Spilimberga A Due Violini,Richard Savino,Legrenzi - Venice Before Vivaldi,http://www.magnatune.com/artists/albums/savino-legrenzi/,88,117,http://he3.magnatune.com/all/15-Sonata%20La%20Spilimberga%20A%20Due%20Violini-Richard%20Savino.mp3
732,51904,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/2/ensemble_mirable-conversations_galantes-14-sonata_ii_in_b_minor_allegro-146-175.mp3,14,Sonata II in b minor (Allegro),Ensemble Mirable,Conversations Galantes,http://www.magnatune.com/artists/albums/mirable-conversations/,146,175,http://he3.magnatune.com/all/14-Sonata%20II%20in%20b%20minor%20(Allegro)-Ensemble%20Mirable.mp3
637,36162,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/c/edward_martin-art_of_the_lute_in_renaissance_france-08-la_tirantine_le_roy-30-59.mp3,8,La tirantine (Le Roy),Edward Martin,Art of the Lute in Renaissance France,http://www.magnatune.com/artists/albums/martin-artfrance/,30,59,http://he3.magnatune.com/all/08-La%20tirantine%20(Le%20Roy)-Edward%20Martin.mp3
2434,15167,C:/Users/fmlin/Desktop/ismir2018_tutorial-master/dataset/MagnaTagATune/audio/d/seth_and_maryse_carlin-schubert__music_for_fortepiano_four_hands-03-sonata_in_c_major_grand_duo__scherzo__allegro_vivace-30-59.mp3,3,Sonata in C major _Grand Duo_ - scherzo - allegro vivace,Seth and Maryse Carlin,Schubert - Music for fortepiano four hands,http://www.magnatune.com/artists/albums/carlin-schubertfour/,30,59,http://he3.magnatune.com/all/03-Sonata%20in%20C%20major%20_Grand%20Duo_%20-%20scherzo%20-%20allegro%20vivace-Seth%20and%20Maryse%20Carlin.mp3
